what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1412391194362
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1412391195220
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412391199354
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412391342785
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412391390692
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412391391691
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412391391956
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412391402299
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412391405091
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412391406043
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412391406323
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412391547738
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.goto.next.member",1412391577269
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.goto.next.member",1412391578470
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412391776590
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412391878671
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412392050655
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412392054945
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412392067237
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412392068501
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412392068782
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412392070295
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412392074554
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412392421918
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412392422839
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412392547061
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412392553613
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412392610903
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412392919496
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412392949881
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412392972329
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412392989242
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412393040193
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412393098256
